result,starplayer_difference,rpi_rating_difference,Log5,adjoe_difference,adjde_difference,EFG-OEEG,TPP-DTPP_difference,SRS_difference,SOS_difference,adjwin_difference,Hostwin_difference,coach_influence_difference,previous_performance_dif,team1_Pts,team1_Opp,team1_MOV,team1_SOS,team1_OSRS,team1_DSRS,team1_SRS,team2_W,team2_L,team2_Pts,team2_Opp,team2_MOV,team2_SOS,team2__OSRS,team2_DSRS,team2_SRS,team1_starplayer_1,team2_starplayer_2,starplayer_difference,Numot,team1_rankdifference,rank_change_difference,dif_distance,exp_win2,Log5,team2_coachrank_difference,team1_seed,team2_seed,seed_difference,team1_adjde,team1_adjoe,team1_adjtempo,team1_ap_final,team1_ap_preseason,team1_arate,team1_blockpct,team1_coaches_before_final,team1_coaches_preseason,team1_de,team1_f3grate,team1_fg2pct,team1_fg3pct,team1_EFP,team1_ftpct,team1_oe,team1_opparate,team1_oppblockpct,team1_oppf3grate,team1_oppfg2pct,team1_oppfg3pct,team1_OEFP,team1_EFP-OEFG,team1_oppftpct,team1_oppstlrate,team1_pt_career_overall_losses,team1_pt_career_school_losses,team1_pt_career_school_wins,team1_pt_coach_season_losses,team1_pt_coach_season_wins,team1_pt_overall_ff,team1_pt_overall_ncaa,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_school_ncaa,team1_pt_school_s16,team1_pt_team_season_losses,team1_pt_team_season_wins,team1_rpi_rating,team1_seed.1,team1_stlrate,team1_TPP-DTPP,team1_tempo,team2_adjde,team2_adjoe,team2_adjtempo,team2_ap_final,team2_ap_preseason,team2_ap_rank_difference,team2_arate,team2_blockpct,team2_coaches_before_final,team2_coaches_preseason,team2_coaches_difference,team2_rank_difference,team2_de,team2_f3grate,team2_fg2pct,team2_fg3pct,team2_EFG,team2_ftpct,team2_oe,team2_opparate,team2_oppblockpct,team2_oppf3grate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_OEFG,team2_EFG-OEFG,team2_oppstlrate,team2_TPP-OTPP,team2_pt_career_overall_losses,team2_pt_career_school_losses,team2_pt_career_school_wins,team2_pt_coach_season_losses,team2_pt_coach_season_wins,team2_pt_overall_ff,team2_pt_overall_ncaa,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_school_ncaa,team2_pt_school_s16,team2_pt_team_season_losses,team2_pt_team_season_wins,team2_rpi_rating,team2_score,team2_seed,team2_stlrate,team2_tempo
1,0,-0.053,0.975918313,13.883,13.3753,6.279414644,0.0288,24,13.76,0.346003016,0.233333333,102.3270592,86,69.9,57.8,12.15,8.54,4.39,16.3,20.69,19,15,65.9,63.9,1.91,-5.22,-6.24,2.93,-3.31,0,0,0,0,6.5,9,218.843669,0.449392239,0.975918313,0,1,16,15,89.9943,115.753,63.1796,1,10,53.7566,8.6357,4,8,91.5258,34.5817,51.3011,35.865,52.16439756,66.8966,111.6412,47.7667,8.8476,31.2718,43.4688,33.0144,45.36161951,6.802778048,69.3291,0.0889,188,168,482,2,32,3,13,7,3,13,7,2,32,0.537,1,0.1117,-0.0228,63.0694,103.3696,101.87,63.2428,32,32,0,49.1503,8.6177,32,32,0,0,100.2026,26.1396,47.0312,35.9823,48.84587638,75,103.5767,54.0645,8.0469,36.5801,45.9898,34.9112,72.2533,48.32251298,0.523363404,0.0909,0.006,205,205,191,14,19,0,3,0,0,3,0,14,19,0.59,55,16,0.0849,63.0949
0,0,-0.053,0.770949105,6.2752,2.8872,-0.190711942,0.0027,3.46,-0.09,0.127179487,-0.023076923,102.1614512,89,69.9,57.8,12.15,8.54,4.39,16.3,20.69,32,8,71.8,63.2,8.6,8.63,5.29,11.93,17.23,0,0,0,0,6.5,9,967.760655,0.907637372,0.770949105,-13,1,7,6,89.9943,115.753,63.1796,1,10,53.7566,8.6357,4,8,91.5258,34.5817,51.3011,35.865,52.16439756,66.8966,111.6412,47.7667,8.8476,31.2718,43.4688,33.0144,45.36161951,6.802778048,69.3291,0.0889,188,168,482,2,32,3,13,7,3,13,7,2,32,0.537,1,0.1117,-0.0228,63.0694,92.8815,109.4778,64.9789,18,18,0,50.2575,15.2318,32,19,-13,-6.5,95.4644,34.2738,48.1351,38.7314,51.54945596,77.684,108.2691,51.7084,8.9374,32.6194,42.1854,32.9685,66.417,44.55596597,6.99348999,0.0865,-0.0201,18,18,46,8,26,0,0,0,0,0,0,8,26,0.59,63,7,0.1066,65.9229
1,0,0.068,0.874845587,2.3592,11.403,3.26035126,0.0068,10.14,3.2,0.216909217,0.233333333,109.2969847,89,69.9,57.8,12.15,8.54,4.39,16.3,20.69,26,11,72.2,67,5.22,5.34,5.03,5.52,10.55,0,0,0,0,6.5,9,-1011.930605,0.825534135,0.874845587,0,1,11,10,89.9943,115.753,63.1796,1,10,53.7566,8.6357,4,8,91.5258,34.5817,51.3011,35.865,52.16439756,66.8966,111.6412,47.7667,8.8476,31.2718,43.4688,33.0144,45.36161951,6.802778048,69.3291,0.0889,188,168,482,2,32,3,13,7,3,13,7,2,32,0.537,1,0.1117,-0.0228,63.0694,101.3973,113.3938,65.2367,32,32,0,51.8717,7.2508,32,32,0,0,101.9537,31.9128,50.3639,37.7329,52.35380669,68.1319,110.7795,51.1269,12.0815,31.5762,48.3384,33.2242,70.7083,48.8113799,3.542426788,0.0751,-0.016,37,37,60,10,23,0,0,0,0,0,0,10,23,0.469,52,11,0.0911,65.7254
1,-1,0.019,0.729206077,-1.0333,7.5103,2.584561793,-0.0335,2.29,0.92,0.18988219,0.122222222,50.92718663,89,69.9,57.8,12.15,8.54,4.39,16.3,20.69,28,9,81.2,70.4,10.78,7.62,14.33,4.07,18.4,0,1,-1,0,6.5,7,1743.583287,0.924714839,0.729206077,-9,1,4,3,89.9943,115.753,63.1796,1,10,53.7566,8.6357,4,8,91.5258,34.5817,51.3011,35.865,52.16439756,66.8966,111.6412,47.7667,8.8476,31.2718,43.4688,33.0144,45.36161951,6.802778048,69.3291,0.0889,188,168,482,2,32,3,13,7,3,13,7,2,32,0.537,1,0.1117,-0.0228,63.0694,97.5046,116.7863,70.0548,20,22,2,59.2731,8.9504,32,23,-9,-3.5,99.9588,27.459,52.9818,37.9768,54.07560181,74.851,115.4258,56.6815,6.2147,41.5597,48.5761,34.4394,67.6,49.85738555,4.218216255,0.0744,-0.0563,214,8,411,8,26,0,7,1,0,0,0,8,26,0.518,68,4,0.1307,70.4051
0,0,-0.084,0.499511127,-1.0686,0.9326,0.713918003,-0.005,-2.06,1.13,-0.168270945,-0.071428571,-9.1487871,-3,71,68.3,2.7,8.27,4.36,6.6,10.96,24,10,76.9,70.5,6.38,7.14,8.98,4.04,13.02,0,0,0,0,0,19,656.6839363,0.844301609,0.499511127,-9,9,8,-1,96.8501,109.3604,67.3341,32,32,54.9464,11.157,32,32,97.7609,28.3664,50.2311,36.3813,51.46244287,65.0888,107.2343,52.2843,8.9368,36.1478,47.438,31.2409,47.22955371,4.232889163,66.6139,0.0995,114,46,173,8,24,0,1,0,0,0,0,8,24,0.486,9,0.1044,-0.0049,68.2202,97.7827,110.429,69.4037,32,13,-19,61.087,11.1752,22,13,-9,-14,98.7813,27.3944,52.766,33.0827,51.90528165,64.7135,107.8849,50.4084,9.4326,28.9447,49.1709,30.9735,65.1515,48.38631049,3.51897116,0.1115,-0.0099,43,43,129,9,23,0,3,0,0,3,0,9,23,0.57,71,8,0.1214,70.5843
0,-1,0.013,0.222381005,-1.631,-6.8185,1.098087723,-0.0088,-7.8,-3.68,-0.049122807,-0.111111111,44.35842037,20,76.7,65.9,10.81,5.36,6.61,8.96,15.56,33,5,72.9,58.6,14.32,9.04,7.31,16.05,23.36,0,1,-1,0,-13.5,-19,-1078.079337,0.975035275,0.222381005,2,8,1,-7,93.7189,111.4871,66.1347,32,15,54.4276,9.9852,24,14,97.0929,32.6832,53.563,39.0323,55.19240459,70.844,113.9048,48.3333,8.6139,31.2309,43.2692,31.759,44.63377171,10.55863288,70.6192,0.0883,99,99,402,6,28,0,14,4,0,14,4,6,28,0.574,8,0.0977,-0.0094,66.503,86.9004,113.1181,64.3811,4,6,2,57.6305,11.5333,3,5,2,2,88.8129,26.4249,50.7042,36.3636,51.71923326,65.8621,112.2673,44.7165,7.5544,26.5066,40.2,31.9778,71.6332,42.2586881,9.460545157,0.0722,-0.0182,94,47,246,4,30,0,6,4,0,2,2,4,30,0.561,84,1,0.0904,64.5209
1,0,0.031,0.506890614,-2.5036,2.2948,4.458147016,-0.0121,-3.46,-2.98,0.207843138,0.041666667,73.23543047,27,76.7,65.9,10.81,5.36,6.61,8.96,15.56,21,13,80.2,69.6,10.68,8.34,13.7,5.31,19.02,0,0,0,0,-13.5,6,215.22479,0.915722703,0.506890614,-20,8,9,1,93.7189,111.4871,66.1347,32,15,54.4276,9.9852,24,14,97.0929,32.6832,53.563,39.0323,55.19240459,70.844,113.9048,48.3333,8.6139,31.2309,43.2692,31.759,44.63377171,10.55863288,70.6192,0.0883,99,99,402,6,28,0,14,4,0,14,4,6,28,0.574,8,0.0977,-0.0094,66.503,96.0137,113.9907,68.4965,32,9,-23,51.559,12.1951,32,12,-20,-21.5,97.3924,33.797,51.284,36.4329,52.42138734,71.888,113.2952,46.5668,9.572,32.9586,44.9695,32.7132,68.7422,46.32090148,6.100485864,0.086,-0.0215,191,76,248,12,21,0,4,0,0,3,0,12,21,0.543,77,9,0.1075,69.4362
0,0,-0.084,0.33154399,-6.0666,0.2577,-2.890956818,0.003,-8.56,-9.85,0.106907895,0,-93.61672146,-154,73.2,61,12.22,-0.47,3.99,6.79,10.79,29,9,75.5,65.6,9.97,9.38,10.45,8.9,19.35,0,0,0,0,0,9,-1012.987059,0.937454131,0.33154399,-8,12,4,-8,96.2542,111.1981,65.095,32,32,57.1429,13.3215,32,32,92.8233,28.6154,49.6552,38.7097,52.06156914,72.4051,111.8338,50.5988,9.7414,30.4938,44.9378,32.7935,46.2345336,5.827035542,70.798,0.0895,209,70,314,4,26,0,3,1,0,2,0,4,26,0.46,12,0.1102,-0.0207,64.55,96.5119,117.2647,65.6191,11,2,-9,62.207,13.4052,10,2,-8,-8.5,97.9993,36.2668,52.1076,39.2082,54.53918014,70.7418,113.3864,49.5716,7.9942,36.9291,43.5285,33.1579,72.9795,45.82118778,8.71799236,0.0846,-0.0177,186,186,465,8,26,6,16,11,6,16,11,8,26,0.544,80,4,0.1023,66.067
0,0,-0.013,0.398780646,6.6241,-8.4729,0.582587045,0.0138,1.24,-0.41,-0.043079443,-0.166666667,32.76659675,0,81.5,70.3,11.15,7.43,16.33,2.25,18.58,24,13,72.2,61.7,10.51,7.84,5.88,11.46,17.34,0,0,0,1,8.5,0,-230.2889736,0.931717911,0.398780646,0,11,11,0,102.5341,120.1418,70.8664,32,32,57.889,13.4868,15,32,98.9966,27.4836,50.6259,35.0459,51.15989261,73.4967,115.6316,52.6119,7.7886,37.2873,47.2862,31.6736,47.36979813,3.79009448,70.5539,0.089,239,62,325,12,20,0,5,0,0,0,0,12,20,0.551,11,0.1001,-0.0111,70.2216,94.0612,113.5177,63.3134,32,32,0,49.5516,11.6262,32,32,0,0,97.0495,30.6338,50.6164,31.8555,49.7484985,71.8072,111.6884,45.1174,9.4996,27.62,44.5078,34.5794,70.2128,46.54099106,3.207507435,0.084,0.0027,81,40,121,12,21,0,0,0,0,0,0,12,21,0.564,78,11,0.0813,62.935
0,0,-0.017,0.518853901,6.4441,-4.9348,-0.529097575,-0.0137,1.29,1.25,-0.043333333,-0.023076923,11.59724976,2,83,74.4,8.64,9.88,17.3,1.22,18.52,32,8,71.8,63.2,8.6,8.63,5.29,11.93,17.23,0,0,0,0,20.5,23,-1451.675533,0.907637372,0.518853901,-13,3,7,4,97.8163,115.9219,71.6611,9,32,62.4294,7.0106,14,32,100.9743,37.5167,54.396,35.8333,54.15362336,69.2875,113.4576,49.8952,8.8635,33.4507,45.9656,34.0789,47.68923094,6.464392415,73.2092,0.0751,46,46,88,7,26,0,2,0,0,2,0,7,26,0.573,3,0.0815,-0.0064,71.953,92.8815,109.4778,64.9789,18,18,0,50.2575,15.2318,32,19,-13,-6.5,95.4644,34.2738,48.1351,38.7314,51.54945596,77.684,108.2691,51.7084,8.9374,32.6194,42.1854,32.9685,66.417,44.55596597,6.99348999,0.0865,-0.0201,18,18,46,8,26,0,0,0,0,0,0,8,26,0.59,81,7,0.1066,65.9229
1,0,-0.069,0.773172406,8.464,1.2211,0.520379401,-0.0291,14.55,17.91,-0.089215686,0.15,11.36844289,2,83,74.4,8.64,9.88,17.3,1.22,18.52,28,6,73.9,59.5,14.41,-8.03,-0.99,4.96,3.97,0,0,0,0,20.5,23,501.214134,0.756624588,0.773172406,0,3,14,11,97.8163,115.9219,71.6611,9,32,62.4294,7.0106,14,32,100.9743,37.5167,54.396,35.8333,54.15362336,69.2875,113.4576,49.8952,8.8635,33.4507,45.9656,34.0789,47.68923094,6.464392415,73.2092,0.0751,46,46,88,7,26,0,2,0,0,2,0,7,26,0.573,3,0.0815,-0.0064,71.953,99.0374,107.4579,64.2499,32,32,0,58.2361,12.0039,32,32,0,0,91.1503,29.238,50.9182,32.5253,50.29535751,72.7381,110.8021,50.56,11.4357,35.8783,43.1752,30.9689,69.4868,44.35134449,5.944013014,0.08,-0.0355,66,66,89,5,28,0,0,0,0,0,0,5,28,0.642,75,14,0.1155,64.286
0,0,0.014,0.729346326,6.1183,1.7946,3.708512308,-0.0091,6.83,2.4,0.057301587,0.111111111,114.8960169,70,79,70.1,8.86,11.4,13.34,6.91,20.25,23,13,72.7,68.3,4.42,9,6.68,6.74,13.42,0,0,0,0,-3,-5,2188.747399,0.860280615,0.729346326,0,2,10,8,96.899,118.5993,68.213,10,5,54.6597,14.5089,7,6,101.6079,28.6378,55.3868,34.0541,54.15375656,71.123,115.1071,51.2883,8.0983,31.4635,44.3452,35.4943,47.14427162,7.009484946,67.9012,0.096,173,68,531,9,24,2,15,10,2,10,7,9,24,0.579,2,0.084,0.012,68.7487,98.6936,112.481,66.476,32,32,0,46.317,11.463,32,32,0,0,101.7299,29.2821,49.8912,36.4273,51.28202654,70.2395,108.9756,56.7536,6.454,33.8983,45.7768,34.8529,71.6016,47.98105391,3.300972638,0.0809,0.0029,86,86,115,12,21,0,0,0,0,0,0,12,21,0.565,60,10,0.078,67.0989
0,0,-0.061,0.320274786,-6.9429,0.7833,-0.555141672,0.0129,-5.93,-1.43,-0.142727273,-0.238095238,-46.77928058,-46,69.1,65.4,3.67,8.47,1.4,10.74,12.14,29,11,74.8,66.6,8.18,9.9,9.5,8.57,18.07,0,0,0,0,0,31,-737.624701,0.921244985,0.320274786,-12,9,8,-1,95.5198,107.9999,65.3541,32,32,63.0326,8.0262,32,32,98.3715,32.5,48.3092,33.1104,48.75003,65.587,105.0928,52.5588,10.306,31.1725,45.9459,29.2948,45.32129662,3.428733383,68.4472,0.0969,175,20,360,12,20,1,9,3,0,1,0,12,20,0.497,9,0.0937,0.0032,65.7266,96.3031,114.9428,66.0445,32,1,-31,44.4223,14.9178,13,1,-12,-21.5,98.7392,27.6096,50,33.2242,49.95480308,68.2096,112.2999,44.5874,7.6779,30.3391,44.9431,32.2206,69.0191,45.97092803,3.983875055,0.0871,0.0161,176,36,592,10,24,4,14,10,2,3,3,10,24,0.558,56,8,0.071,66.8253
0,0,-0.032,0.543455475,5.465,-3.4216,-3.009614935,-0.0362,0.84,1.27,-0.09,-0.256410256,104.9594954,47,74.8,66.6,8.18,9.9,9.5,8.57,18.07,32,8,71.8,63.2,8.6,8.63,5.29,11.93,17.23,0,0,0,0,-21.5,-31,1125.588187,0.907637372,0.543455475,-13,8,7,-1,96.3031,114.9428,66.0445,32,1,44.4223,14.9178,13,1,98.7392,27.6096,50,33.2242,49.95480308,68.2096,112.2999,44.5874,7.6779,30.3391,44.9431,32.2206,45.97092803,3.983875055,69.0191,0.0871,176,36,592,10,24,4,14,10,2,3,3,10,24,0.558,8,0.071,0.0161,66.8253,92.8815,109.4778,64.9789,18,18,0,50.2575,15.2318,32,19,-13,-6.5,95.4644,34.2738,48.1351,38.7314,51.54945596,77.684,108.2691,51.7084,8.9374,32.6194,42.1854,32.9685,66.417,44.55596597,6.99348999,0.0865,-0.0201,18,18,46,8,26,0,0,0,0,0,0,8,26,0.59,60,7,0.1066,65.9229
1,-1,0.013,0.242547587,-2.4193,-5.7076,-5.632173018,-0.0948,-6.62,5.1,-0.13,-0.083333333,-41.87938498,-31,74.8,66.6,8.18,9.9,9.5,8.57,18.07,31,6,81,61.1,19.89,4.8,13.26,11.43,24.69,0,1,-1,0,-21.5,-29,-75.4693162,0.973354987,0.242547587,-5,8,4,-4,96.3031,114.9428,66.0445,32,1,44.4223,14.9178,13,1,98.7392,27.6096,50,33.2242,49.95480308,68.2096,112.2999,44.5874,7.6779,30.3391,44.9431,32.2206,45.97092803,3.983875055,69.0191,0.0871,176,36,592,10,24,4,14,10,2,3,3,10,24,0.558,8,0.071,0.0161,66.8253,90.5955,117.3621,68.9392,5,3,-2,54.0438,12.455,8,3,-5,-3.5,88.0889,35.0806,52.657,36.7816,53.53941741,66.087,118.6927,49.2366,7.1084,29.9546,44.3485,28.6195,68.0683,43.92336934,9.616048073,0.0662,-0.0787,240,116,691,5,29,7,18,11,3,10,5,5,29,0.545,69,4,0.1449,69.1489
1,0,-0.005,0.472304257,-7.3209,5.3197,-2.332317272,-0.0204,-0.45,0.25,-0.054324324,-0.06060606,49.11425436,23,74.8,66.6,8.18,9.9,9.5,8.57,18.07,28,9,73.9,65.1,8.86,9.65,9.08,9.44,18.52,0,0,0,0,-21.5,-31,376.5650441,0.92892422,0.472304257,-9,8,2,-6,96.3031,114.9428,66.0445,32,1,44.4223,14.9178,13,1,98.7392,27.6096,50,33.2242,49.95480308,68.2096,112.2999,44.5874,7.6779,30.3391,44.9431,32.2206,45.97092803,3.983875055,69.0191,0.0871,176,36,592,10,24,4,14,10,2,3,3,10,24,0.558,8,0.071,0.0161,66.8253,101.6228,122.2637,62.8211,7,7,0,55.5556,6.2723,18,9,-9,-4.5,103.0238,40.0605,52.6936,40.1763,55.72652036,76.2663,117.1425,48.2873,8.4175,31.0565,50.1782,31.8038,73.1123,49.41032804,6.316192327,0.0778,-0.0043,268,93,440,8,25,1,8,3,1,4,1,8,25,0.563,72,2,0.0821,63.0594
0,-1,-0.12,0.090032535,-11.3478,-6.0582,-4.265399321,-0.0509,-18.65,-5.7,-0.024242424,0.05,-149.2899458,-78,77,70,6.94,-0.9,5.2,0.84,6.04,31,6,81,61.1,19.89,4.8,13.26,11.43,24.69,0,1,-1,0,0,2,-1021.675599,0.973354987,0.090032535,-5,13,4,-9,96.6537,106.0143,69.5289,32,32,52.1739,15.2257,32,32,97.2794,30.7022,48.7038,36.8794,50.73484264,66.3395,107.5398,52.774,12.3331,27.7501,43.9939,32.6693,45.38419389,5.350648752,69.9791,0.0873,38,38,60,7,25,0,0,0,0,0,0,7,25,0.425,13,0.1151,-0.0278,70.3644,90.5955,117.3621,68.9392,5,3,-2,54.0438,12.455,8,3,-5,-3.5,88.0889,35.0806,52.657,36.7816,53.53941741,66.087,118.6927,49.2366,7.1084,29.9546,44.3485,28.6195,68.0683,43.92336934,9.616048073,0.0662,-0.0787,240,116,691,5,29,7,18,11,3,10,5,5,29,0.545,71,4,0.1449,69.1489
1,0,0.024,0.114517239,-16.845,-0.1662,2.824277911,-0.026,-14.18,-11.9,0.036984127,-0.055555556,-223.2165557,-289,78.8,66.9,11.83,-3.42,4.06,1.28,5.33,26,9,78.4,67.4,11.03,8.48,13.87,5.64,19.51,0,0,0,0,0,4,-428.900025,0.944580009,0.114517239,-5,14,3,-11,101.5988,107.5434,65.0083,32,32,59.0857,11.5351,32,32,97.8771,37.1184,51.6184,38.8167,54.07068277,73.8881,113.1045,53.1208,8.8586,37.2688,46.9211,30.9489,46.73559455,7.335088226,69.8939,0.0837,158,81,193,8,26,0,0,0,0,0,0,8,26,0.564,14,0.0882,-0.0045,65.9798,101.4326,124.3884,66.0161,8,4,-4,54.7901,7.4415,9,4,-5,-4.5,102.4291,39.6535,50.2871,39.4507,53.81187979,72.9246,119.9164,44.8113,9.598,24.1398,50.3189,30.735,69.2612,49.30106947,4.510810315,0.0758,-0.0305,305,246,983,8,26,11,29,21,11,29,21,8,26,0.54,71,3,0.1063,65.404
1,0,0.003,0.687565184,12.7648,-5.2959,5.43323163,0.0133,5.85,0.5,0.107181467,0.155844156,-68.44980467,-26,73.9,65.1,8.86,9.65,9.08,9.44,18.52,24,11,74.2,70.7,3.51,9.15,7.27,5.4,12.67,0,0,0,0,-4.5,0,476.0084232,0.855884423,0.687565184,13,2,7,5,101.6228,122.2637,62.8211,7,7,55.5556,6.2723,18,9,103.0238,40.0605,52.6936,40.1763,55.72652036,76.2663,117.1425,48.2873,8.4175,31.0565,50.1782,31.8038,49.41032804,6.316192327,73.1123,0.0778,268,93,440,8,25,1,8,3,1,4,1,8,25,0.563,2,0.0821,-0.0043,63.0594,96.3269,109.4989,68.1663,32,32,0,49.9448,15.7975,19,32,13,6.5,100.5983,26.0019,46.873,32.6606,47.42369424,67.1067,106.3702,54.3346,7.9304,36.0157,42.9448,35.2861,69.2216,46.54073354,0.882960697,0.091,0.009,299,165,583,10,23,1,20,6,1,14,5,10,23,0.56,65,7,0.082,69.4218
0,0,-0.046,0.603996449,7.7869,-3.6304,1.72450237,-0.0024,2.12,0.75,-0.023157895,-0.08974359,121.0570536,156,75.5,65.6,9.97,9.38,10.45,8.9,19.35,32,8,71.8,63.2,8.6,8.63,5.29,11.93,17.23,0,0,0,0,-8.5,-9,-705.9445228,0.907637372,0.603996449,-13,4,7,3,96.5119,117.2647,65.6191,11,2,62.207,13.4052,10,2,97.9993,36.2668,52.1076,39.2082,54.53918014,70.7418,113.3864,49.5716,7.9942,36.9291,43.5285,33.1579,45.82118778,8.71799236,72.9795,0.0846,186,186,465,8,26,6,16,11,6,16,11,8,26,0.544,4,0.1023,-0.0177,66.067,92.8815,109.4778,64.9789,18,18,0,50.2575,15.2318,32,19,-13,-6.5,95.4644,34.2738,48.1351,38.7314,51.54945596,77.684,108.2691,51.7084,8.9374,32.6194,42.1854,32.9685,66.417,44.55596597,6.99348999,0.0865,-0.0201,18,18,46,8,26,0,0,0,0,0,0,8,26,0.59,60,7,0.1066,65.9229
1,0,-0.005,0.883853247,6.36,9.1143,7.771156822,0.0028,16.62,10.48,0.016842105,0.033333333,131.3363305,156,75.5,65.6,9.97,9.38,10.45,8.9,19.35,25,10,79.5,75.7,3.83,-1.1,9.67,-6.94,2.73,0,0,0,0,-8.5,-9,803.765508,0.66325445,0.883853247,0,4,13,9,96.5119,117.2647,65.6191,11,2,62.207,13.4052,10,2,97.9993,36.2668,52.1076,39.2082,54.53918014,70.7418,113.3864,49.5716,7.9942,36.9291,43.5285,33.1579,45.82118778,8.71799236,72.9795,0.0846,186,186,465,8,26,6,16,11,6,16,11,8,26,0.544,4,0.1023,-0.0177,66.067,105.6262,110.9047,72.1442,32,32,0,40.2778,8.5121,32,32,0,0,105.6623,34.4877,49.5293,34.663,50.37949078,71.1351,111.7659,44.2308,9.5583,31.6785,49.6194,32.6866,69.3649,49.43265524,0.946835538,0.0686,-0.0149,140,140,115,9,25,0,0,0,0,0,0,9,25,0.549,78,13,0.0835,70.8446
0,0,0.008,0.284004531,6.6629,-12.2491,2.394811102,-0.036,-8.64,-4.88,-0.052020202,0.022222222,-93.21460534,-9,75.5,65.6,9.94,-0.02,3.55,2.76,6.31,31,5,70.3,57,13.28,4.86,0.91,14.04,14.95,0,0,0,0,0,-19,102.020429,0.916362191,0.284004531,27,12,4,-8,103.1756,114.6785,64.2445,32,32,43.1298,12.6233,32,32,105.2203,27.0133,55.4301,34.7418,54.53396079,75.7622,116.8623,51.0386,5.126,35.0416,46.0552,37.8428,49.80780494,4.726155842,75.2791,0.0797,83,83,133,6,25,0,1,0,0,1,0,6,25,0.578,12,0.0927,-0.013,64.0884,90.9265,108.0156,64.0577,13,32,19,39.2182,13.4677,5,32,27,23,90.8125,25.6137,45.122,34.1667,46.69162034,67.3373,106.9316,48.5149,10.5452,30.4153,43.5484,30.8118,68.3391,44.3602756,2.33134474,0.0642,-0.049,256,175,495,4,29,3,13,5,0,6,1,4,29,0.57,63,4,0.1132,63.6681
0,0,0.001,0.353960166,8.9428,-12.1778,-2.705386435,-0.0184,-2.61,3.2,-0.204248366,0.2,11.72966991,5,71.1,69.6,1.58,7.44,6.58,2.45,9.02,27,7,69.8,61.9,7.91,4.24,2.13,9.5,11.63,0,0,0,1,0,-7,-1021.833265,0.870465912,0.353960166,20,12,5,-7,103.4021,113.5673,66.0939,32,32,49.0526,10.7504,32,32,106.2332,25.4854,51.4658,30.4762,50.00000722,65.748,108.169,47.7086,8.0782,30.5959,47.2583,32.0786,47.52130236,2.478704863,71.2103,0.0865,192,37,348,13,22,0,9,2,0,2,1,13,22,0.564,12,0.073,0.0135,64.7835,91.2243,104.6245,67.1867,25,32,7,57.5155,9.9558,12,32,20,13.5,91.1002,32.3578,50.5306,31.7406,49.58584931,69.863,103.0281,46.8919,12.3265,25.5763,44.3953,29.6137,68.4129,44.40175802,5.184091298,0.1039,-0.0049,362,13,407,6,26,0,5,0,0,1,0,6,26,0.563,83,5,0.1088,67.358
1,0,-0.026,0.394360461,0.7734,-3.8255,0.154731526,-0.0175,-2.82,-0.7,0.019281046,0.314285714,43.92820655,-5,71.1,69.6,1.58,7.44,6.58,2.45,9.02,21,13,71.8,68.1,3.71,8.14,5.63,6.21,11.84,0,0,0,0,0,0,-583.8699023,0.849722644,0.394360461,0,12,12,0,103.4021,113.5673,66.0939,32,32,49.0526,10.7504,32,32,106.2332,25.4854,51.4658,30.4762,50.00000722,65.748,108.169,47.7086,8.0782,30.5959,47.2583,32.0786,47.52130236,2.478704863,71.2103,0.0865,192,37,348,13,22,0,9,2,0,2,1,13,22,0.564,12,0.073,0.0135,64.7835,99.5766,112.7939,65.8305,32,32,0,57.1922,8.1513,32,32,0,0,102.8081,27.027,51.4815,34.8,51.675689,68.8312,109.0867,61.3551,11.9259,35.7104,47.395,35.2496,66.8033,49.35171566,2.323973337,0.0831,-0.004,56,56,111,12,21,0,3,2,0,3,2,12,21,0.59,59,12,0.0871,65.7549
0,0,-0.029,0.393977463,-10.3689,5.9925,-1.926638647,0.0293,-5.67,-1.61,-0.123355263,-0.527272727,-9.288298014,-11,66.8,65.2,1.63,8.5,2.73,7.4,10.13,26,12,74.8,67.8,7,10.11,6.78,9.02,15.8,0,0,0,0,0,-2,-1007.757428,0.889847066,0.393977463,0,11,6,-5,96.0301,108.2001,66.1547,32,32,42.2809,9.261,32,32,99.1936,33.5116,47.4531,33.3333,48.30659018,71.669,102.4522,50.8621,9.0259,35.5636,47.7081,31.5254,47.55873288,0.747857305,68.1452,0.0803,138,30,141,12,19,0,1,0,0,0,0,12,19,0.537,11,0.1061,-0.0258,65.2851,102.0226,118.569,62.5716,23,25,2,58.0899,14.058,32,32,0,1,105.6855,34.29,48.3525,38.0323,51.33434126,67.9731,114.1024,61.661,8.1226,32.7485,46.3768,35.5655,66.9683,48.6598453,2.674495952,0.0816,0.0035,160,149,224,11,24,0,3,2,0,3,2,11,24,0.566,74,6,0.0781,63.9028
